ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Renewal,Summary,Tags,StartDate,Episodes,Runtime,Images,Studios,Anidb,Anilist,Anime-Planet,Anisearch,Crunchyroll,Crunchyroll2,Funimation,Hidive,Kitsu,Mal,Mal Id,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Vrv,Watch,Website
"Livechart (9905), Anilist (http://anilist.co/anime/118376)",Fall-2020,キングスレイド意志を継ぐものたち,King's Raid: Ishi wo Tsugumono-tachi,King's Raid: Successors of the Will,"King's Raid: Heirs of the Will, , キングスレイド 意志を継ぐものたち",TV,False,False,"(From Livechart)
Original story that will reveal brand-new characters that do not appear in the game.
[Source: KING's RAID Official ]
The story is set in a world of sword and sorcery a century after King Kairu of Orvelia defeated the demon king Angumundo. The squire Kasel lives in these peaceful times. However, Kasel's destiny is set in motion when he hears of the demons reappearing on his land. Guided by a great wise man, Kasel embarks on an adventure with his companions to drive back the darkness threatening his once peaceful land and become the Chosen Warrior of the Holy Sword Aea.<br>
<br>
(Source: Anime News Network)","Action, Adventure, Fantasy, Magic, Elf",2020-10-03T01:23:00+09:00,0,0,"https://u.livechart.me/anime/9905/poster_image/4f0148d4b4b2211a21ddc8b3572783a9.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx118376-K3hiR9VJhjGL.jpg","OLM, Sunrise Beyond",http://anidb.net/a15530,https://anilist.co/anime/118376,http://www.anime-planet.com/anime/kings-raid,https://www.anisearch.com/anime/15224,,,,,https://kitsu.io/anime/43552,https://myanimelist.net/anime/41834,,,https://www.anime-kings-raid.com/,,/anime/9905/videos,https://twitter.com/kingsraid_anime,,,,https://anime-kings-raid.com
"Livechart (9429), Anilist (http://anilist.co/anime/109287)",Fall-2020,安達としまむら,Adachi to Shimamura,Adachi and Shimamura,AdaShima,TV,False,False,"(From Livechart)
Known for skipping class on the regular, two girls lives become intertwined when they find each other on the second floor of the gym. From there, Adachi and Shimamura’s friendship slowly grows as they play ping-pong and hang out.
But when something happens that changes their relationship, how will they react?
[Source: Funimation ]
Adachi spends her school days skipping class until she meets fellow delinquent Shimamura and the two become fast friends. Cutting class together deepens their friendship but soon unexpected emotions blossom.<br>
<br>
As awkwardness and confusion settle in, the two girls travel this sea of emotions without a paddle as they learn about each other’s feelings.<br>
<br>
(Source: Funimation)","Romance, School, Shoujo Ai, Slice of Life, Yuri, Female Protagonist, Table Tennis",2020-10-09T01:58:00+09:00,0,0,"https://u.livechart.me/anime/9429/poster_image/9c7abbda08af215561e86efa6a2c4012.webp?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109287-y1uy7u2I58lb.jpg",Tezuka Productions,http://anidb.net/a14904,https://anilist.co/anime/109287,http://www.anime-planet.com/anime/adachi-to-shimamura,https://www.anisearch.com/anime/14396,,,,,https://kitsu.io/anime/42342,https://myanimelist.net/anime/39790,,,,,/anime/9429/videos,https://twitter.com/adashima_staff,,,/anime/9429/streams,https://www.tbs.co.jp/anime/adashima/
"Livechart (9842), Anilist (http://anilist.co/anime/117343)",Fall-2020,無能なナナ,Munou na Nana,Talentless Nana,,TV,False,False,"(From Livechart)
An academy on an island in unnavigable waters. There, students trained tirelessly, to fight back against the enemies of humanity. The protagonist, a student newly transferred there, also sets out with the intention of eradicating all enemies of humankind. An unpredictable, intellectual suspense story of justice and evil.
It is the year 20XX. Earth has been assaulted by monsters known as 'the Enemy of Humanity'. In order to deal with this threat, special schools comprised of teenagers with extraordinary abilities were formed. These people, who came to be known as 'the Talented', have abilities that defy the rules of reality. Among these superpowered individuals was an outlier, someone who was sent to one of these schools despite having no innate special abilities whatsoever. This is the story of our protagonist, who attempts to defeat the Enemies of Humanity through the use of intelligence and manipulation.
<br><br>(Source: MangaUpdates)","Psychological, Shounen, Supernatural, Thriller, School, Super Power",2020-10-04T20:30:00+09:00,0,0,"https://u.livechart.me/anime/9842/poster_image/6fa8d9b29cd9089fcd16d168b0a92230.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117343-NgCLZTaxallv.jpg",Bridge,http://anidb.net/a15492,https://anilist.co/anime/117343,http://www.anime-planet.com/anime/talentless-nana,https://www.anisearch.com/anime/15147,,,,,https://kitsu.io/anime/43534,https://myanimelist.net/anime/41619,,,https://munounanana.com/,,/anime/9842/videos,https://twitter.com/munounanana,,,/anime/9842/streams,https://munounanana.com
"Livechart (9896), Anilist (http://anilist.co/anime/117757)",Fall-2020,いわかける！- Sport Climbing Girls -,Iwa Kakeru! Sport Climbing Girls,Iwakakeru – Sport Climbing Girls,"Hang On! -Climbing Girls-, 攀岩, いわかける! -Climbing Girls-, Iwa-Kakeru -Try a new climbing-, Iwakakeru - Sport Climbing Girls, いわかける！ -Sport Climbing Girls-",TV,False,False,"(From Livechart)
The manga centers around girls who compete in sport climbing, particularly climbing artificially constructed walls. First-year high school student Konomi Kasahara discovered this sport at Hanamiya Girls' High School after training her mind with puzzle games during junior high school.
[Source: Anime News Network ]
The story centers around girls who compete in sport climbing, particularly climbing artificially constructed walls. First-year high school student Konomi Kasahara discovered this sport at Hanamiya Girls' High School after training her mind with puzzle games during junior high school.<br>
<br>
(Source: Anime News Network)","Comedy, Drama, Ecchi, Shounen, Slice of Life, Sports, Fitness, School, Primarily Female Cast, Athletics",2020-10-04T02:00:00+09:00,0,0,"https://u.livechart.me/anime/9896/poster_image/a989a923b1eec511c7b95473e060d85f.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117757-hR2SKP60Zlca.jpg",BLADE,http://anidb.net/a15519,https://anilist.co/anime/117757,http://www.anime-planet.com/anime/iwakakeru-climbing-girls,https://www.anisearch.com/anime/15198,http://www.crunchyroll.com/iwakakeru-sport-climbing-girls,,,,https://kitsu.io/anime/43535,https://myanimelist.net/anime/41783,,,http://iwakakeru-anime.com/,,/anime/9896/videos,https://twitter.com/iwakakeru_anime,,,/anime/9896/streams,http://iwakakeru-anime.com
"Livechart (9581), Anilist (http://anilist.co/anime/111324)",Fall-2020,池袋ウエストゲートパーク,Ikebukuro West Gate Park,,"iwgp, Ikebukuro West Gate Park, IWGP",TV,False,False,"(From Livechart)
Crime-ridden Ikebukuro is a haven for violent gangs, the Yakuza, and home to Makoto Majima. To protect his friends, this charismatic troubleshooter mediates disputes among the warring factions—even fixing problems the police can’t.
But when a rising tide of violence results in Makoto losing a loved one, can he ride out the storm, or will he drown in all the spilled blood that floods his streets?
[Source: Funimation ]
Based on a series of urban mystery novels.
<br><br>
Crime-ridden Ikebukuro is a haven for violent gangs, the Yakuza, and home to Makoto Majima. To protect his friends, this charismatic troubleshooter mediates disputes among the warring factions—even fixing problems the police can’t.<br>
<br>
But when a rising tide of violence results in Makoto losing a loved one, can he ride out the storm, or will he drown in all the spilled blood that floods his streets
<br><br>
(Source: Funimation)","Drama, Mystery, Romance, Gangs, Crime, Primarily Male Cast",2020-10-06T20:00:00+09:00,0,0,"https://u.livechart.me/anime/9581/poster_image/9ba7e3bbf54afbff77206c9f2a5ca0cc.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx111324-yp1jtH1XjxS3.jpg",Doga Kobo,http://anidb.net/a15073,https://anilist.co/anime/111324,http://www.anime-planet.com/anime/ikebukuro-west-gate-park,https://www.anisearch.com/anime/14605,,,,,https://kitsu.io/anime/42533,https://myanimelist.net/anime/40359,,,https://iwgp-anime.com/,,/anime/9581/videos,https://twitter.com/iwgp_anime,,,/anime/9581/streams,https://iwgp-anime.com
"Livechart (9642), Anilist (http://anilist.co/anime/112479)",Fall-2020,アサルトリリィ Bouquet,Assault Lily: Bouquet,Assault Lily BOUQUET,"Assault Lily Project, , アサルトリリィ BOUQUET",TV,False,False,"(From Livechart)
On Earth in the near future, humanity faced imminent destruction from mysterious giant creatures known as ""Huge."" The entire world unites against the Huge, and successfully develops weaponry known as ""CHARM"" (Counter Huge Arms) by combining science and magic. CHARM exhibits high rates of synchronization with teenaged girls, and the girls who use CHARM are viewed as heroes called ""Lilies."" Throughout the world, ""Garden"" military academies are established to train Lilies to face the Huge and to serve as bases to protect and guide people. This is a story about fighting girls who aim to become Lilies at one such Garden.
An anime project based off of the Assault Lily doll series.<br><br>On Earth in the near future, humanity faced imminent destruction from mysterious giant creatures known as ""Huge."" The entire world unites against the Huge, and successfully develops weaponry known as ""CHARM"" (Counter Huge Arms) by combining science and magic. CHARM exhibits high rates of synchronization with teenaged girls, and the girls who use CHARM are viewed as heroes called ""Lilies."" Throughout the world, ""Garden"" military academies are established to train Lilies to face the Huge and to serve as bases to protect and guide people. This is a story about fighting girls who aim to become Lilies at one such Garden.<br>
<br>
(Source: Anime News Network)","Magic, Military, Sci-Fi, Primarily Female Cast, CGI",2020-10-02T01:13:00+09:00,0,0,"https://u.livechart.me/anime/9642/poster_image/809f88e138a91ab8ca5003eb0488118c.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112479-5EiZWhEK8l0x.png",Shaft,http://anidb.net/a15156,https://anilist.co/anime/112479,http://www.anime-planet.com/anime/assault-lily-bouquet,https://www.anisearch.com/anime/14674,,,,,https://kitsu.io/anime/42625,https://myanimelist.net/anime/40550,,,https://anime.assaultlily-pj.com/,,/anime/9642/videos,https://twitter.com/assaultlily_pj,,,/anime/9642/streams,https://anime.assaultlily-pj.com
"Livechart (9729), Anilist (http://anilist.co/anime/114099)",Fall-2020,ドラゴンクエスト・ダイの大冒険,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai (2020),"Dragon Quest: Dai's Great Adventure, Dragon Quest: Adventure of Dai, Dragon Quest: The Adventure of Dai, ドラゴンクエスト ダイの大冒険",TV,False,False,"(From Livechart)
At one time, the world was suffering under Hadlar, the Dark Lord. That is, until peace was won back by Hero swordsman and his companions…
Time has passed… Monsters liberated from under the demon king now live on Dermline Island, a solitary island in the south seas.
A boy named Dai is the only human on the island. He wants to become a Hero, and he’s been living in peace with the monsters. But his life is transformed when Hadlar is resurrected.
A promise to a mentor; encounters with companions; an unescapable destiny… Young Dai begins his adventure to become a Hero, and to save a world once again in crisis!
[Source: Toei Animation Europe]
After the defeat of the demon lord Hadlar, all of the monsters were unleashed from his evil will and moved to the island of Delmurin to live in peace. Dai is the only human living on the island. Having been raised by the kindly monster Brass, Dai's dream is to grow up to be a hero. He gets to become one when Hadlar is resurrected and the previous hero, Avan, comes to train Dai to help in the battle. But Hadlar, announcing that he now works for an even more powerful demon lord, comes to kill Avan. To save his students, Avan uses a Self-Sacrifice spell to attack, but is unable to defeat Hadlar. When it seems that Dai and Avan's other student Pop are doomed, a mark appears on Dai's forehead and he suddenly gains super powers and is able to fend off Hadlar. The two students then go off on a journey to avenge Avan and bring peace back to the world.
<br><br>
(Source: Anime News Network)","Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen, Male Protagonist, Swordplay",2020-10-03T09:30:00+09:00,0,0,"https://u.livechart.me/anime/9729/poster_image/2044504d4b60a50370aad5b3de44f571.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114099-tKoqyOdPlbXL.jpg",Toei Animation,http://anidb.net/a15321,https://anilist.co/anime/114099,http://www.anime-planet.com/anime/dragon-quest-dai-no-daibouken-2020,https://www.anisearch.com/anime/14837,,,,,https://kitsu.io/anime/42900,https://myanimelist.net/anime/40906,,,http://www.toei-anim.co.jp/tv/dai/,https://dq-dai.com/,/anime/9729/videos,https://twitter.com/DQ_DAI_anime,,,,https://dq-dai.com
"Livechart (10094), Anilist (http://anilist.co/anime/122137)",Fall-2020,土下座で頼んでみた,Dogeza de Tanondemita,,"I Tried Asking in Dogeza, I've tried to beg for it, I Tried Asking While Kowtowing",Unknown,False,False,"(From Livechart)
The manga's story centers on a man who kowtows in front of young women and asks them to show him their underwear.
[Source: Anime News Network ]
The main character Dogesuaru, who wants to see the naughty bits of girls, has a last resort to persuade them. That is, to grovel in front of them. Intent on having his lewd requests heard, he endures through the kowtowing. The heroines are often taken aback, embarrassed, and confused by his sudden action. Is anything impossible before dogeza?! Will the girls show him their risqué side?! <br>
<br>
(Source: MyAnimeList)","Comedy, Ecchi, Male Protagonist, Primarily Female Cast, Seinen, Isekai, Nudity",2020-10-14T22:05:00+09:00,0,0,"https://u.livechart.me/anime/10094/poster_image/4b0e8ed0d9b1a0173713b5ffa5123db3.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122137-wqDaJxQWVXaa.jpg","アドネロ, Adnero",http://anidb.net/a15659,https://anilist.co/anime/122137,http://www.anime-planet.com/anime/dogeza-de-tanondemita,https://www.anisearch.com/anime/15424,,,,,https://kitsu.io/anime/54028,https://myanimelist.net/anime/42571,,,https://dogeza-anime.com/,,/anime/10094/videos,https://twitter.com/dgz_anime,,,,https://dogeza-anime.com
"Livechart (9814), Anilist (http://anilist.co/anime/116173)",Fall-2020,戦翼のシグルドリーヴァ,Senyoku no Sigrdrifa,Warlords of Sigrdrifa,", Sigururi",TV,False,False,"(From Livechart)
※ NOTE: First broadcast is a 1-hour special
The Pillars suddenly appeared on Earth, posing a threat to all life forms. Running out of options to protect themselves, humanity finds itself on the brink of extinction, but a god named Odin offers them a way to salvation. Odin proclaims a counterattack against the Pillars by bestowing humanity with young female pilots with supernatural powers, the Valkyries, and their spirit fighter planes as a means of fighting back.
The battle between humanity and the Pillars has not abated, even after several years have passed. The Valkyries in their spirit fighter planes, as well as the men who support them, risk their lives in the skies to save the Earth.
Japan is no exception. Three Valkyries fight against huge Pillars that tower over sacred Mt Fuji. They are all very skilled, but every last one of them is a troublemaker. An ace pilot joins them from Europe, but she has a checkered past...
""Humanity, now is the time to fight back. The final battle of Ragnarok is fast approaching.""
The Pillars suddenly appeared above Earth, threatening all life. A god who called himself Odin came to the aid of humanity as it was driven to near complete defeat. To counter the Pillars, Odin declared a counterattack by bequeathing humanity with the battle maidens Walküres and the ""herocraft"" as their wings.
<br><br>
Several years later, the battle between humanity and Pillars rages on, with men supporting the Walküres as they soar through the treacherous skies to save the world.
<br><br>
Japan is no exception. Three Walküres confront the giant Pillar looming over sacred Mt. Fuji. Each Walküre is skilled, but each also has issues. And now, an ace pilot has arrived from Europe.
<br><br>
""Now is the time to fight back, humanity. The day of reckoning has arrived. The time of Ragnarok draws nears.""
<br><br>
(Source: Anime News Network)","Action, Fantasy, Aviation, Gods",2020-10-03T22:30:00+09:00,0,0,"https://u.livechart.me/anime/9814/poster_image/ef6c34d91583b3260594823579cda50f.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116173-1oLcZkw6lkvM.jpg",A-1 Pictures,http://anidb.net/a15413,https://anilist.co/anime/116173,http://www.anime-planet.com/anime/senyoku-no-sigrdrifa,https://www.anisearch.com/anime/15032,,,,,https://kitsu.io/anime/43029,https://myanimelist.net/anime/41372,,,https://sigururi.com/,,/anime/9814/videos,https://twitter.com/sigururi,,,,https://sigururi.com
"Livechart (3516), Anilist (http://anilist.co/anime/104198)",Fall-2020,ご注文はうさぎですか？BLOOM,Gochuumon wa Usagi Desu ka? BLOOM,Is the order a rabbit? BLOOM,"Gochuumon wa Usagi Desu ka???, Is the Order a Rabbit???, Gochuumon wa Usagi Desu ka? 3rd Season, Is the Order a Rabbit? 3rd Season, ご注文はうさぎですか? 第3期, Gochiusa 3, Is the Order a Rabbit? BLOOM, Gochiusa, ご注文はうさぎですか？ BLOOM",TV,False,False,"(From Livechart)
※ NOTE: Third season of ""Is the order a rabbit?""
Cocoa’s second summer in the woodwork town is about to come to an end, and an event-filled autumn is nigh. At school, and at the Rabbit House too, there’s lots of fun to be had every day! Cocoa, Chino, and the rest are all so excited about their future!
[Source: Hakuhodo DY Music & Pictures]
The third season of <i>Gochuumon wa Usagi desu ka?</i>","Comedy, Slice of Life, Cute Girls Doing Cute Things, Primarily Female Cast, Maids, Kuudere",2020-10-10T20:30:00+09:00,0,0,"https://u.livechart.me/anime/3516/poster_image/ccf9d51248ca1f204e32f4ac38697575.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104198-bT8qBPJWxtiY.jpg",Encourage Films,http://anidb.net/a14400,https://anilist.co/anime/104198,http://www.anime-planet.com/anime/is-the-order-a-rabbit-bloom,https://www.anisearch.com/anime/13899,,,,,https://kitsu.io/anime/42365,https://myanimelist.net/anime/38337,,,,,/anime/3516/videos,https://twitter.com/usagi_anime,,,/anime/3516/streams,https://gochiusa.com/bloom/
Livechart (9771),Fall-2020,デジモンアドベンチャー:,Digimon Adventure:,Digimon Adventure: (2020),Digimon Adventure: Ψ,TV,False,False,"(From Livechart)
It's the year 2020. The Network has become something humans can no longer do without in their daily lives. But what humans don't know is that on the other side of the Network is the Digital World, a realm of light and darkness. Nor are they aware of the Digimon who live there.
Widespread Network difficulties arise, centered around the Tokyo area. Traffic signals blink chaotically, public outdoor TVs display garbled text, and so on. The news reports it as a case of cyberterrorism.
Fifth grader Taichi Yagami stayed home by himself to get ready for a weekend summer camp, but his mother and little sister Hikari went to Shibuya, and now they're aboard a runaway train. Taichi hurries to Shibuya to save his mother and sister, but the instant he heads toward the station platform... a strange phenomenon befalls the DigiDestined, and Taichi goes to the Digital World! The DigiDestined meet their partner Digimon, and they're faced with an adventure into the unknown...!
[Source: Crunchyroll ]","Action, Adventure, Comedy, Fantasy, Kids",2020-10-01T00:00:00+09:00,66,0,https://u.livechart.me/anime/9771/poster_image/2201257aa76e7478e2fa4106564674e5.png?style=small&format=jpg,Toei Animation,http://anidb.net/a15358,https://anilist.co/anime/114811,http://www.anime-planet.com/anime/digimon-adventure,https://www.anisearch.com/anime/14907,http://www.crunchyroll.com/digimon-adventure-2020,,,,https://kitsu.io/anime/42954,https://myanimelist.net/anime/41074,,,,,/anime/9771/videos,https://twitter.com/digimon_tv,,,/anime/9771/streams,http://www.toei-anim.co.jp/tv/digimon/
"Livechart (9748), Anilist (http://anilist.co/anime/114263)",Fall-2020,レヱル・ロマネスク,Rail Romanesque,,"まいてつ Rail Romanesque, Maitetsu: Rail Romanesque, レイル・ロマネスク",TV SHORT,False,False,"(From Livechart)
Set in Hinomoto, a fictional version of Japan, where for a long time railway travel served as the most important form of transport. Each locomotive was paired with a humanoid control module, so-called Raillord, that aided the train operator. However, many rail lines had been discontinued due to the rising popularity of 'aerocrafts,' a safe and convenient aerial mode of transport. As such, their accompanying railroads also went into a deep sleep.
Soutetsu had lost his entire family in a rail accident and was adopted into the Migita household, which runs a shochu brewery in the city of Ohitoyo. He returned to his hometown to save it from the potential water pollution that would occur if they accepted the proposal to build an aerocraft factory nearby. He woke up the Raillord Hachiroku by accident and became her owner. For different purposes, they agreed to help find her lost locomotive, with the help of his stepsister Hibiki, the town’s mayor and local railway chief, Paulette and others.
[Source: VNDB ]
The story is set in the game's fictional southern Hinomoto city of Ohitoyoshi after it was successfully revitalized thanks to Hachiroku's tourism promotion. The city is now planning to host the first Maitetsu Festival to bring together Railords and their respective masters from all of Hinomoto. Inspired by the humans planning for the festival, the famed Suzushiro and other Railords are also hosting a ""Railord Summit"" at the railroad station cafe Amairo to share their collective wisdom.<br>
<br>
(Source: Anime News Network)","Harem, Sci-Fi, Slice of Life, Trains",2020-10-03T01:00:00+09:00,12,0,"https://u.livechart.me/anime/9748/poster_image/dca8629167f547fd2e60d057abe7c7e9.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114263-A1mhjXwElS78.jpg",Saetta,http://anidb.net/a15338,https://anilist.co/anime/114263,http://www.anime-planet.com/anime/rail-romanesque,https://www.anisearch.com/anime/14851,,,,,https://kitsu.io/anime/43553,https://myanimelist.net/anime/40958,,,https://railromanesque.jp/,,,https://twitter.com/rail_romanesque,,,,https://railromanesque.jp
"Livechart (3190), Anilist (http://anilist.co/anime/117755)",Fall-2020,禍つヴァールハイト -ZUERST-,Magatsu Wahrheit: Zuerst,,"Magatsu Wahrheit, MWZ, MAGATSU WAHRHEIT",TV,False,False,"(From Livechart)
In the Wahrheit Empire, humanity’s spirit remains fragmented from a disaster in the past where many lives were lost to bloodthirsty monsters who were once summoned.
But the fate of the capital is about to drastically change when shy transport worker Inumael and naive Empire soldier Leocadio get caught up in a smuggling incident.
[Source: Funimation ]
Based on the popular RPG game from KLab. In the Wahrheit Empire, humanity’s spirit remains fragmented from a disaster in the past where many lives were lost to bloodthirsty monsters who were once summoned. But the fate of the capital is about to drastically change when shy transport worker Inumael and naive Empire soldier Leocadio get caught up in a smuggling incident.<br>
<br>
(Source: Funimation)","Action, Fantasy, Magic, Swordplay",2020-10-13T22:00:00+09:00,0,0,"https://u.livechart.me/anime/3190/poster_image/5a2f0e3dc046f58f938d4420a26b8a1d.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117755-WHABdOioN0eK.jpg",Yokohama Animation Lab,http://anidb.net/a13980,https://anilist.co/anime/117755,http://www.anime-planet.com/anime/magatsu-wahrheit,https://www.anisearch.com/anime/13513,,,,,https://kitsu.io/anime/43555,https://myanimelist.net/anime/37599,,,https://magatsu-wahrheit-zuerst.com/,,/anime/3190/videos,https://twitter.com/magatsu_anime,,,/anime/3190/streams,https://magatsu-wahrheit-zuerst.com
"Livechart (10116), Anilist (http://anilist.co/anime/122807)",Fall-2020,体操ザムライ,Taiso Samurai,,"Taizou-Zamurai, Gymnastics Samurai, Taisou Zamurai",TV,False,False,"(From Livechart)
In the year 2002, the formerly powerful Japanese men's gymnastics team member Shoutarou Aragaki is no longer able to compete. Even though he trained strenuously daily, he is asked about retiring by his coach Amakusa. However, a certain encounter alters Aragaki's fate.
[Source: Anime News Network ]
The story is set in the year 2002 in the once powerful Japanese men's gymnastics team. Shoutarou Aragaki, the former Japanese team member who devoted his life to gymnastics, is no longer able to compete to his expectations. Despite still training strenuously day after day, he is advised to retire by his coach Amakusa. However, a certain encounter alters Aragaki's fate.
<br><br>
(Source: Anime News Network)
","Sports, Athletics, Male Protagonist, CGI",2020-10-11T01:30:00+09:00,0,0,"https://u.livechart.me/anime/10116/poster_image/529a71735401d39c86321619fae7eddf.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122807-m8jdQLQRSSUI.jpg",MAPPA,http://anidb.net/a15689,https://anilist.co/anime/122807,http://www.anime-planet.com/anime/taiso-samurai,https://www.anisearch.com/anime/15479,,,,,https://kitsu.io/anime/43554,https://myanimelist.net/anime/42668,,,,,/anime/10116/videos,https://twitter.com/taiso_samurai,,,,https://taiso-samurai.com
"Livechart (9720), Anilist (http://anilist.co/anime/113970)",Fall-2020,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,Love Live! Nijigasaki Gakuen School Idol Doukoukai,Love Live! Nijigasaki High School Idol Club,"Nijigasaki Academy's School Idol Appreciation Club, , Love Live! Perfect Dream Project, ラブライブ！虹ヶ咲学園スクールアイドル同好会",TV,False,False,"(From Livechart)
Nijigasaki High School is located in Odaiba, Tokyo. The school is popular due to its free school style and diverse majors. The story centers on the members of school idol club in Nijigasaki, and their attempt to prevent the club from being abolished.
[Source: Wikipedia ]
The third installment of the Love Live franchise, focusing on the Nijigasaki High School Idol Club.","Music, School, Slice of Life, Idol, Cute Girls Doing Cute Things, Primarily Female Cast, Gyaru",2020-10-03T21:30:00+09:00,0,0,"https://u.livechart.me/anime/9720/poster_image/14c064939fe7c51a12182bdd1bef4d25.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113970-Sjm8a78c2rf4.jpg",Sunrise,http://anidb.net/a15313,https://anilist.co/anime/113970,http://www.anime-planet.com/anime/love-live-nijigasaki-gakuen-school-idol-doukoukai,https://www.anisearch.com/anime/14828,,,,,https://kitsu.io/anime/42872,https://myanimelist.net/anime/40879,,,,,/anime/9720/videos,https://twitter.com/LoveLive_staff,,,,http://www.lovelive-anime.jp/nijigasaki/
Livechart (9577),Fall-2020,ポケットモンスター,Pocket Monsters (2019),Pokémon Journeys: The Series,"Pocket Monsters (TV), Pokemon (2019), Pokémon (2019)",TV,False,False,"(From Livechart)
Pokémon Trainer Ash Ketchum has a new plan: see the world! But first, he and his partner Pikachu are headed to the opening of the Cerise Laboratory, a research facility dedicated to uncovering the mysteries of Pokémon in every region. Ash meets Goh, another boy with boundless curiosity about Pokémon, and both are overjoyed when Professor Cerise asks them to become official research fellows. With Ash as determined as ever to become a Pokémon Master, and Goh aiming to catch one of every Pokémon (including the Mythical Mew), our heroes are in for adventure and excitement as they explore the wide world of Pokémon!
[Source: Netflix]","Action, Fantasy, Kids",2020-10-01T00:00:00+09:00,0,0,https://u.livechart.me/anime/9577/poster_image/74504f840b5eee90435ac005e043b4b7.jpg?style=small&format=jpg,OLM,http://anidb.net/a15067,https://anilist.co/anime/112153,http://www.anime-planet.com/anime/pokemon-2019,https://www.anisearch.com/anime/14596,,,,,https://kitsu.io/anime/42534,https://myanimelist.net/anime/40351,,,,,/anime/9577/videos,https://twitter.com/anipoke_PR,,,/anime/9577/streams,https://www.tv-tokyo.co.jp/anime/pocketmonster/
"Livechart (3380), Anilist (http://anilist.co/anime/103119)",Fall-2020,ストライクウィッチーズ ROAD to BERLIN,Strike Witches: Road to Berlin,,"Dai 501 Tougou Sentou Koukuu Dan Strike Witches: Road to Berlin, 第501統合戦闘航空団 ストライクウィッチーズ ROAD to BERLIN, Strike Witches 3 ",TV,False,False,"(From Livechart)
※ NOTE: Episodes release in Japan on dAnime Store before broadcast
No synopsis has been added to this title.
A new <i>Strike Witches</i> anime was announced as a part of the franchise's 10th anniversary.","Action, Ecchi, Magic, Military, Sci-Fi",2020-10-08T00:00:00+09:00,12,0,"https://u.livechart.me/anime/3380/poster_image/395ad3c9dd28ca184c624b690c6bae06.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103119-5x83l4nwlloI.jpg",David Production,http://anidb.net/a14203,https://anilist.co/anime/103119,http://www.anime-planet.com/anime/strike-witches-road-to-berlin,https://www.anisearch.com/anime/13739,,,,,https://kitsu.io/anime/41934,https://myanimelist.net/anime/38005,,,,,/anime/3380/videos,https://twitter.com/RtbWitch,,,,http://w-witch.jp/strike_witches-rtb/
